url,status,notes
https://translinkcf.com/2020/11/15/bca-logic-pty-ltd-merging-with-stephen-grubits-associates-pty-ltd/,,
https://translinkcf.com/2020/11/05/sun-capital-partners-and-their-affiliate-has-made-an-investment-in-mancinis-sleepworld/,,
https://translinkcf.com/2020/10/28/sgcp-bpifrance-etoile-capital-and-idinvest-acquired-a-minority-stake-and-finance-the-growth-strategy-of-foliateam/,,
https://translinkcf.com/2020/10/27/juuri-partners-and-ilmarinen-acquire-30-in-digital-engineering-company-nitor-group-translink-advised-nitor-group-and-its-founding-partners-in-the-transaction/,,
https://translinkcf.com/2020/10/25/translink-advised-cmai-group-on-the-acquisition-of-puertas-sanrafael-and-puertas-castalla/,,
https://translinkcf.com/2020/10/07/translink-advises-floridienne-group-on-the-disposal-of-its-shares-in-ika-innovative-kunststoffaufbereitung-to-invest-ag-and-invest-equity/,,
https://translinkcf.com/2020/10/07/gennx360-capital-partners-announces-acquisition-of-amw-packaging-supply/,,
https://translinkcf.com/2020/10/05/translink-advises-the-owner-of-oppigards-bryggeri-on-the-sale-to-roko/,,
https://translinkcf.com/2020/09/04/translink-advises-the-owner-of-carbox-on-the-sale-to-calixklippan-ab/,,
https://translinkcf.com/2020/08/24/kicteam-a-portfolio-company-of-inverness-graham-acquired-teknipure/,,
https://translinkcf.com/2020/08/15/global-independent-optical-association-cecop-enters-north-america-with-acquisition-of-combine-buying-group/,,
https://translinkcf.com/2020/08/03/astor-place-holdings-has-acquired-a-majority-interest-in-douglas-electrical-components/,,
https://translinkcf.com/2020/07/31/tranzonic-companies-has-acquired-the-assets-of-high-tech-conversions-inc/,,
https://translinkcf.com/2020/07/31/translink-corporate-finance-advises-the-management-of-the-ingenics-group-on-the-acquisition-of-pixel-group-a-software-development-company/,,
https://translinkcf.com/2020/06/30/translink-advises-stadpipe-as-on-the-sale-of-the-company-to-simona-ag/,,
https://translinkcf.com/2020/06/16/translink-advises-villmann-group-on-sale-of-few-gmbh/,,
https://translinkcf.com/2020/06/09/translink-advises-thor-olav-sperre-a-shareholder-of-sperre-as-on-the-sale-of-the-remaining-34-of-his-shares-in-sperre-as-to-akva-group-asa/,,
https://translinkcf.com/2020/05/05/translink-acted-as-advisor-to-ceo-and-co-owner-jari-keskinen-a-lehdet-oy-acquires-a-majority-stake-in-e-commerce-company-keskisen-kello-oy/,,
https://translinkcf.com/2020/04/15/translink-acted-as-the-exclusive-financial-adviser-to-miss-group-acquires-finnish-web-hosting-company-euronic-oy/,,
https://translinkcf.com/2020/04/02/translink-advises-imd-group-on-sale-to-deutsche-telekom/,,
https://translinkcf.com/2020/03/06/eurekas-mccue-adds-banner-stakes-to-its-portfolio-of-safety-products/,,
https://translinkcf.com/2020/02/28/exodraft-a-s-has-acquired-60-of-the-shares-in-dansk-energi-service-a-s/,,
https://translinkcf.com/2020/02/20/translink-acted-as-a-financial-advisor-to-kiwa-nv-from-the-netherlands-on-the-acquisition-of-bcc-inc-in-china/,,
https://translinkcf.com/2020/02/03/goldner-hawn-partners-with-concept-machine-tool/,,
https://translinkcf.com/2020/01/29/translink-advises-the-owners-of-3st-kommunikation-on-selling-a-majority-stake-to-fazit-communication-a-portfolio-company-of-f-a-z-group/,,
https://translinkcf.com/2019/12/30/translink-acted-as-a-financial-advisor-to-omb-self-storage-s-l-in-the-sale-of-a-100-stake-to-safestore-holdings/,,
https://translinkcf.com/2019/12/30/translink-acted-as-a-financial-advisor-to-masvoz-in-the-sale-of-a-100-stake-to-enreach-spain-s-l-u/,,
https://translinkcf.com/2019/12/20/vis-verkehrs-industrie-systeme-gmbh-acquires-100-of-few-fahrzeug-und-entwicklungswerk-blankenburg-gmbh-translink-acts-as-exclusive-financial-advisor-to-the-seller/,,
https://translinkcf.com/2019/12/01/translink-advises-check-safety-first-limited-on-its-disposal-to-ftse100-company-intertek-group-plc/,,
https://translinkcf.com/2019/09/28/schmidt-bethge-gmbh-acquires-100-of-richard-grossmann-kg/,,
https://translinkcf.com/2019/09/19/amw-construction-supply-and-related-entities-have-been-acquired-by-hahn-systems-a-subsidiary-of-descours-cabaud/,,
https://translinkcf.com/2019/09/12/translink-advises-euromeccanica-group-on-the-sale-of-the-company-to-mevis-group/,,
https://translinkcf.com/2019/09/09/translink-advises-the-shareholders-of-group-web100t-in-the-sale-to-the-italian-group-dedalus/,,
https://translinkcf.com/2019/09/02/alleghany-capital-corporation-announces-formation-of-precision-cutting-technologies-and-acquisition-of-cid-performance-tooling/,,
https://translinkcf.com/2019/09/01/translink-acted-as-financial-advisor-to-staci-in-the-acquisition-of-move-elevator-gmbh-co-kg-in-germany/,,
https://translinkcf.com/2019/08/28/us-listed-marrone-bio-acquires-pro-farm-technologies-oy-translink-acted-as-the-advisor-to-the-sellers/,,
https://translinkcf.com/2019/07/16/serent-capital-invests-in-the-professional-companies-tpc/,,
https://translinkcf.com/2019/07/02/miss-group-acquires-ilait-global-cloud-wholesaler/,,
https://translinkcf.com/2019/07/01/translink-advises-bolton-group-in-the-acquisition-of-100-of-omia-laboratoires/,,
https://translinkcf.com/2019/06/28/vaaka-partners-to-support-the-international-growth-of-lyyti-translink-advised-the-owners-of-lyyti-in-the-transaction/,,
https://translinkcf.com/2019/06/28/nazca-acquires-diater-laboratory-from-the-ferrer-group-2/,,
https://translinkcf.com/2019/06/28/hm-hospitales-has-acquired-hospital-de-nens-de-barcelona-translink-acted-as-financial-advisor-to-the-seller/,,
https://translinkcf.com/2019/06/27/possehl-mittelstandsbeteiligungen-gmbh-acquires-100-of-etipack-s-p-a-with-translink-acting-as-exclusive-financial-advisor-to-the-seller/,,
https://translinkcf.com/2019/06/02/translink-acted-as-financial-advisor-to-heritage-portfolio-company-eptam-precision-solutions-that-announces-add-on-acquisition-of-micro-molding/,,
https://translinkcf.com/2019/06/02/omnisys-acquires-automated-pricing-solution-provider-rx-net-translink-acted-as-advisor-to-the-buyer/,,
https://translinkcf.com/2019/03/29/dustin-acquired-100-of-the-shares-and-rights-of-chilit-translink-acted-as-advisor-to-the-seller/,,
https://translinkcf.com/2019/03/02/oceans-healthcare-completes-acquisition-of-merit-health-gulf-oaks-translink-acted-as-advisor-to-the-buyer/,,
https://translinkcf.com/2019/02/02/unifeye-vision-partners-completes-partnership-with-inland-eye-institute-translink-acted-as-advisor-to-the-buyer/,,
https://translinkcf.com/2019/02/02/1-priority-environmental-services-and-earth-services-abatement-complete-merger-strengthening-national-market-presence/,,
https://translinkcf.com/2019/01/28/miilux-partnering-with-oyak-steel-hardening-capacity-to-be-doubled/,,
https://translinkcf.com/2019/01/14/wifidom-s-l-sold-a-majority-stake-to-allnet-italia-s-p-a/,,
https://translinkcf.com/2019/01/09/translink-advises-saip-s-r-l-on-its-sale-to-the-private-equity-funds-siparex-investimenti-2-sicaf-s-p-a-and-siparex-midcap-iii/,,
https://translinkcf.com/2018/12/10/translink-advises-bti-studios-in-the-acquisition-of-la-bibi-and-multimedia-network-two-leading-dubbing-studios-in-italy/,,
https://translinkcf.com/2018/11/06/bti-studios-has-acquired-the-german-dubbing-studio-berliner-synchron-gmbh/,,
https://translinkcf.com/2018/10/30/translink-ofcaysan-joint-venture-with-jacobs-douwe-egberts-turkey/,,
https://translinkcf.com/2018/10/09/private-investors-acquired-risclog-translink-acted-as-financial-advisor-to-the-seller/,,
https://translinkcf.com/2018/10/09/af-gruppen-closes-helgesen-tekniske-bygg-as-acquisition/,,
https://translinkcf.com/2018/10/03/the-holding-of-jannuzzelli-family-sells-the-historical-brand-moto-morini-to-a-chinese-group-with-the-assistance-of-translink-financial-advisor/,,
https://translinkcf.com/2018/10/03/fortum-acquired-fincumets-metal-recycling-business/,,
https://translinkcf.com/2018/09/09/acquisition-of-lopez-ebri-by-wienerswieners-gmbh/,,
https://translinkcf.com/2018/09/03/oro-pharmaceuticals-portfolio-was-sold-to-angelini-pharmaceuticals/,,
https://translinkcf.com/2018/08/03/procuritas-acquired-the-majority-of-the-shares-in-netcontrol-oy/,,
https://translinkcf.com/2018/05/09/the-irish-company-kingspan-acquires-vestfold-plastindustri-in-norway/,,
https://translinkcf.com/2018/03/01/translink-south-africa-advises-omnia-group-holdings-ltd-in-the-acquisition-of-oro-agri-sezc-ltd/,,
https://translinkcf.com/2018/02/09/baltic-offshore-ab-acquires-45-of-the-shares-in-seaworks-kabel-as-from-gt-sea-as-and-hokland-invest-as/,,
https://translinkcf.com/2017/12/24/translink-advises-pisla-in-acquiring-100-of-demerx/,,
https://translinkcf.com/2017/12/15/daseke-inc-acquires-moore-freight-service-inc/,,
https://translinkcf.com/2017/12/05/banc-sabadell-acquired-a-minority-stake-in-atrian-bakers/,,
https://translinkcf.com/2017/11/24/translink-advises-holiday-planet-group-on-sale-to-imagine-cruising/,,
https://translinkcf.com/2017/11/16/ritemade-paper-converters-inc-has-been-acquired-by-iconex-llc-a-portfolio-company-of-atlas-holdings-llc/,,
https://translinkcf.com/2017/11/15/resa-power-llc-a-portfolio-company-of-audax-group-has-announced-the-acquisition-of-hmt-inc/,,
https://translinkcf.com/2017/11/09/bc-acquired-tildas-ab-translink-acted-as-financial-advisor-to-seller/,,
https://translinkcf.com/2017/11/05/translink-advises-atevi-s-a-on-sale-to-shevat-investments/,,
https://translinkcf.com/2017/10/15/theraplay-inc-is-pleased-to-announce-their-partnership-with-positive-steps-therapy/,,
https://translinkcf.com/2017/10/15/tenex-capital-management-has-acquired-team-select-home-health-care/,,
https://translinkcf.com/2017/10/09/translink-acted-as-financial-advisor-to-holding-socotec-s-a-s-which-acquired-zpp-ingenieure-ag/,,
https://translinkcf.com/2017/10/05/galia-gestion-and-alliance-entreprendre-funded-the-acquisition-of-group-barbarie-by-the-management/,,
https://translinkcf.com/2017/08/17/anne-arundel-dermatology-a-portfolio-company-of-new-mainstream-capital-has-acquired-knoxville-dermatology-group/,,
https://translinkcf.com/2017/08/16/alleghany-capital-corporation-has-acquired-wilbert-funeral-services-inc/,,
https://translinkcf.com/2017/07/19/translink-advises-taranis-on-sale-to-cm-cic-investissement-and-bnp-paribas-developpement/,,
https://translinkcf.com/2017/07/19/garibaldi-participations-acquired-23-of-the-shares-of-soprauvergnel-security-systems-was-acquired-by-convergint/,,
https://translinkcf.com/2017/07/09/translink-advises-lbe-fluides-on-sale-to-nox-group/,,
https://translinkcf.com/2017/06/19/epiphany-dermatology-has-acquired-dermatology-associates-of-oklahoma-llc/,,
https://translinkcf.com/2017/06/17/milestone-partners-ltd-has-acquired-occasion-brands/,,
https://translinkcf.com/2017/06/09/translink-advises-vestfold-fjellboring-group-on-the-sale-of-their-shares-to-norrbottens-bergteknik-ab/,,
https://translinkcf.com/2017/06/09/translink-advises-nordic-lan-wan-communication-oy-on-sale-to-viria/,,
https://translinkcf.com/2024/08/29/translinks-us-partner-dinan-capital-advisors-advised-iwc-food-service-on-the-sale-to-us-foods/,,
https://translinkcf.com/2024/08/26/translink-corporate-finance-acted-as-the-advisor-to-dutch-trading-office-dto-on-the-sale-to-cnc-grondstoffen-cnc/,,
https://translinkcf.com/2024/08/16/translinks-us-partner-dinan-capital-advisors-advised-doonan-specialized-trailer-on-the-sale-to-hoffmann-family-of-companies/,,
https://translinkcf.com/2024/08/14/from-berlin-to-rome-the-state-of-cross-border-ma-in-europe/,,
https://translinkcf.com/2024/08/13/translink-corporate-finance-acted-as-the-advisor-to-kaito-on-the-sale-to-twoday/,,
https://translinkcf.com/2024/07/15/translink-corporate-finance-acted-as-the-advisor-to-the-owners-of-mouldshop-a-s-mouldpro-a-s-and-mouldshop-ltd-on-the-sale-to-groupe-baelen/,,
https://translinkcf.com/2024/08/09/translinks-us-partner-dinan-company-initiated-the-acquisition-of-rhb-inc-by-strata-information-group-a-portfolio-company-of-fort-point-capital/,,
https://translinkcf.com/2024/08/07/translinks-us-partner-dinan-company-initiated-the-acquisition-of-electric-motor-technologies-by-industrial-service-solutions-a-portfolio-company-of-wynnchurch-capital/,,
https://translinkcf.com/2024/08/06/translinks-us-partner-dinan-company-initiated-the-acquisition-of-webster-industries-by-mpe-partners/,,
https://translinkcf.com/2024/07/30/translink-corporate-finance-acted-as-the-advisor-to-rond-and-purplehrm-on-the-partnership-with-axians-the-ict-brand-of-vinci-energies/,,
https://translinkcf.com/2024/07/26/translink-corporate-finance-acted-as-the-advisor-to-ik-partners-on-the-acquisition-of-a-minority-stake-in-octime-group/,,
https://translinkcf.com/2024/03/12/translink-corporate-finance-acted-as-the-advisor-to-radiator-vvs-on-the-sale-to-consolid-equity/,,
https://translinkcf.com/2024/07/22/translink-corporate-finance-acted-as-the-advisor-to-fit-voltaira-group-on-the-acquisition-of-auto-kabel-group/,,
https://translinkcf.com/2024/07/16/translink-corporate-finance-acted-as-the-advisor-to-batenburg-industriele-electronica-on-the-sale-to-mach-technology-group/,,
https://translinkcf.com/2024/07/15/saas-ma-trends-digital-future/,,
https://translinkcf.com/2024/07/09/translink-corporate-finance-acted-as-the-advisor-to-minso-solutions-on-the-sale-to-nordtech-group/,,
https://translinkcf.com/2024/07/08/translink-corporate-finance-advised-rajupaja-shareholders-on-evolvers-acquisition-to-gain-controlling-interest/,,
https://translinkcf.com/2024/07/04/translink-corporate-finance-acted-as-the-exclusive-advisor-to-amsterdam-fashion-group-in-the-sale-to-wijkermeer-investments/,,
https://translinkcf.com/2024/06/14/translink-corporate-finance-acted-as-the-advisor-to-pilot-power-group-a-portfolio-company-of-boyne-capital-on-the-acquisition-of-worthington-energy-consultants/,,
https://translinkcf.com/2024/06/13/translink-corporate-finance-acted-as-the-advisor-to-comrod-on-their-acquisition-of-triad-rf-systems/,,
https://translinkcf.com/2024/06/10/translink-cf-ma-automotive-insights-report-fy2023-24-highlights/,,
https://translinkcf.com/2024/06/06/saas-market-rebounds-translink-reports-q1-fy24-surge-in-deal-volume-after-2023-decline/,,
https://translinkcf.com/2024/06/04/translink-corporate-finance-acted-as-the-advisor-to-lamb-insurance-services-on-their-acquisition-of-ballantyne-insurance-group/,,
https://translinkcf.com/2024/05/31/translink-cf-it-services-index-for-q1-of-2024-summary/,,
https://translinkcf.com/2024/04/04/energy-and-environment-ma-is-an-investment-in-a-sustainable-future/,,
https://translinkcf.com/2024/05/23/translink-corporate-finance-acted-as-the-advisor-to-plastiform-inc-and-its-subsidiary-precision-formed-plastics-inc-on-the-sale-to-nefab-group/,,
https://translinkcf.com/2024/05/27/translink-unveils-latest-ma-automotive-insights-report/,,
https://translinkcf.com/2024/05/24/translink-corporate-finance-acted-as-financial-and-strategic-advisor-to-newsafe-on-its-sale-to-selatek-a-portfolio-company-of-amplio-private-equity/,,
https://translinkcf.com/2024/05/21/understanding-ma-pitfalls-and-the-role-of-expert-advisors/,,
https://translinkcf.com/2024/05/14/translink-corporate-finance-acted-as-the-advisor-to-the-shareholders-of-retrofleet-on-their-sale-to-the-cbm-group/,,
https://translinkcf.com/2024/05/07/the-rollercoaster-ride-of-ma-in-europes-food-and-beverage-industry/,,
https://translinkcf.com/2024/05/10/translink-corporate-finance-acted-as-the-advisor-to-tiral-as-on-its-acquisition-of-50-of-the-shares-in-phronteseas-as/,,
https://translinkcf.com/2024/04/26/translink-corporate-finance-acted-as-the-advisor-to-korona-invest-and-other-shareholders-of-enmac-on-its-acquisition-by-prevas-ab-publ/,,
https://translinkcf.com/2024/04/19/translink-corporate-finance-acted-as-the-lead-advisor-to-the-shareholders-of-serif-group-ltd-creators-of-the-affinity-design-suite-on-the-sale-to-canva-inc/,,
https://translinkcf.com/2024/04/19/translink-corporate-finance-acted-as-the-advisor-to-the-shareholders-of-enco-vvs-service-and-enco-vvs-sprinkler-on-the-sale-to-kemp-lauritzen/,,
https://translinkcf.com/2024/04/23/paris-welcomes-translink-corporate-finance-group/,,
https://translinkcf.com/2024/04/16/translink-corporate-finance-acted-as-the-advisor-to-visma-on-its-investment-in-fiscozen/,,
https://translinkcf.com/2024/04/05/translink-corporate-finance-acted-as-the-advisor-to-nationwide-bearing-company-limited-on-the-sale-of-100-of-its-share-capital-to-invicta-holdings-limited/,,
https://translinkcf.com/2024/04/15/translink-corporate-finance-acted-as-the-advisor-to-sycor-on-the-sale-of-their-subsidiary-sycor-iq-solutions-to-the-cohemi-group/,,
https://translinkcf.com/2023/11/03/translink-corporate-finance-acted-as-the-financial-advisor-to-woolworths-holdings-limited-in-its-acquisition-of-93-45-of-the-shares-in-absolute-pets/,,
https://translinkcf.com/2024/04/02/translink-cf-welcomes-new-coo-leandro-rosado-to-the-growing-global-group/,,
https://translinkcf.com/2024/03/27/good-news-for-listed-companies-in-the-it-services-sector/,,
https://translinkcf.com/2024/03/26/translink-corporate-finance-acted-as-the-advisor-to-johann-osmers-gmbh-co-kg-on-the-sale-to-hpm-die-handwerksgruppe/,,
https://translinkcf.com/2024/03/14/translink-corporate-finance-acted-as-the-advisor-to-control-devices-llc-a-portfolio-company-of-hbm-holdings-in-the-acquisition-of-gilmore/,,
https://translinkcf.com/2024/03/11/translink-corporate-finance-acted-as-an-adviser-to-the-shareholders-of-ubro-systempac-a-s-on-the-sale-to-optigroup/,,
https://translinkcf.com/2024/02/27/translink-corporate-finance-2023-in-review/,,
https://translinkcf.com/2024/02/15/translink-corporate-finance-acted-as-the-advisor-to-candy-factory-s-p-a-a-portfolio-company-of-fvs-sgr-s-p-a-and-clessidra-capital-credit-sgr-s-p-a-on-the-acquisition-of-akellas-s-r-l-owner-of-the-mon/,,
https://translinkcf.com/2024/02/13/translink-corporate-finance-acted-as-the-exclusive-advisor-to-the-shareholders-of-vivostat-on-the-sale-to-principal-technologies/,,
https://translinkcf.com/2023/11/20/translink-corporate-finance-acted-as-the-advisor-to-the-shareholders-of-royston-labels-on-the-sale-to-autajon-group/,,
https://translinkcf.com/2024/02/07/translink-corporate-finance-acted-as-the-exclusive-advisor-to-the-shareholders-of-alphamedis-on-the-sale-to-eakin-healthcare/,,
https://translinkcf.com/2024/01/30/translink-corporate-finance-acted-as-the-advisor-to-the-cecop-group-in-its-acquisition-of-ergovisao/,,
https://translinkcf.com/2024/02/01/translink-corporate-finance-acted-as-the-exclusive-advisor-to-bolind-in-the-sale-to-whiteaway-group/,,
https://translinkcf.com/2024/02/02/translink-corporate-finance-acted-as-the-exclusive-advisor-to-nto-automation-in-the-sale-to-motus-nordic/,,
https://translinkcf.com/2024/02/02/why-investing-in-india-is-a-significant-opportunity-for-german-investors/,,
https://translinkcf.com/2024/01/31/six-megatrends-that-will-shape-2024/,,
https://translinkcf.com/2024/01/29/translink-corporate-finance-acted-as-the-advisor-to-visma-in-its-acquisition-of-chaintrust/,,
https://translinkcf.com/2024/01/15/translink-corporate-finance-acted-as-the-exclusive-advisor-to-stordata-shareholders-in-selling-a-majority-stake-to-elyan-partners/,,
https://translinkcf.com/2024/01/25/translink-corporate-finance-acted-as-the-advisor-to-the-pedrollo-group-in-its-acquisition-of-pm-srl/,,
https://translinkcf.com/2024/01/22/translinks-2024-trends-report-identifies-the-equity-megatrend/,,
https://translinkcf.com/2022/07/06/whats-next-for-the-automotive-industry/,,
https://translinkcf.com/2022/06/06/top-trends-driving-the-healthcare-ma-boom/,,
https://translinkcf.com/2022/06/15/top-trends-in-it-ma-activity/,,
https://translinkcf.com/2022/05/16/8-top-trends-in-industrials-manufacturing/,,
https://translinkcf.com/2022/05/26/translink-advised-the-owners-of-schmitz-rz-consult-on-the-sale-to-eos-it-solutions-holding/,,
https://translinkcf.com/2022/05/30/translink-advised-magna5-stablenet/,,
https://translinkcf.com/2022/05/30/translink-advised-elektrotermex-on-the-sale-of-a-majority-stake-by-viessmann/,,
https://translinkcf.com/2022/04/27/translink-advised-doc-brands-inc-on-the-exclusive-partnership-with-orvance/,,
https://translinkcf.com/2022/04/04/translink-turns-50/,,
https://translinkcf.com/2022/04/11/ma-during-times-of-crisis/,,
https://translinkcf.com/2022/02/15/uma-received-investment-from-finance-yorkshire/,,
https://translinkcf.com/2022/02/23/translink-advised-grupo-comellas-cabeza/,,
https://translinkcf.com/2021/12/15/auntie-a-finland-based-mental-well-being-service-provider-receives-eur-10-million-growth-investment-from-verdane/,,
https://translinkcf.com/2021/12/23/beijer-byggmaterial-acquired-100-proffs/,,
https://translinkcf.com/2021/09/30/assemblin-acquired-sakra-fastigheter/,,
https://translinkcf.com/2021/08/28/wsa-invest-acquires-ews/,,
https://translinkcf.com/2021/07/19/veolia-acquired-a-majority-stake-in-dclm/,,
https://translinkcf.com/2021/05/21/orn-acquires-the-saas-company-landax/,,
https://translinkcf.com/2021/02/16/premier-mounts-was-acquired-by-gamber-johnson/,,
https://translinkcf.com/2021/01/08/western-utilities-transformer-service-was-ac/,,
https://translinkcf.com/2020/12/17/fielmann-ag-acquired-an-80-stake-in-optica-del-penedes-optica-universitaria/,,
https://translinkcf.com/2020/12/31/the-channel-company-has-acquired-audienz/,,
https://translinkcf.com/2019/09/02/cid-partners-with-seaga-manufacturing-translink-acted-as-financial-advisor-to-seller/,,
https://translinkcf.com/2019/09/09/miss-group-acquires-hemsida24-heymo/,,
https://translinkcf.com/2018/01/03/acquisition-of-exclusives-cerdanya-by-dispuig/,,
https://translinkcf.com/2018/02/03/acquisition-of-gns-by-sotralu-group/,,
https://translinkcf.com/2018/02/03/malasa-sold-a-minority-stake-to-gpf-capital/,,
https://translinkcf.com/2018/03/15/rugs-direct-was-sold-to-l2-capital-partners/,,
https://translinkcf.com/2017/06/20/bowes-dermatology-was-sold-to-gtcr/,,
https://translinkcf.com/2017/07/03/mb-acquired-protacon-which-is-a-leading-automation-engineering-and-it-services-company/,,
https://translinkcf.com/2017/02/09/visma-acquires-pappila-penkkala-group-oy/,,
https://translinkcf.com/2016/04/15/management-buy-out-of-igf/,,
https://translinkcf.com/2016/06/17/roima-intelligence-oy-acquired-100-of-the-shares-in-modultek-oy/,,
https://translinkcf.com/2016/11/14/swedfarm-sold-to-storskogen-utveckling-ab/,,
https://translinkcf.com/2015/10/22/rejlers-acquired-embriq/,,
https://translinkcf.com/2015/11/02/office-management-acquired-100-of-the-shares-in-bitify-oy/,,
https://translinkcf.com/2015/12/21/hartwall-capital-sold-skanditra-to-jaf-group/,,
https://translinkcf.com/2015/07/30/translink-acted-as-financial-advisor-to-fit-biotech/,,
https://translinkcf.com/2024/01/16/translink-corporate-finance-acted-as-the-advisor-to-iedigital-in-its-acquisition-of-connect-fss/,,
https://translinkcf.com/2022/12/01/the-rising-cost-of-financing-ma-deals/,,
https://translinkcf.com/2023/02/21/rebrand-sees-two-translink-partners-join-to-become-translink-uk/,,
https://translinkcf.com/2023/02/25/translink-advised-frontier-dental-lab-group-on-its-partnership-with-friendship-dental-laboratories/,,
https://translinkcf.com/2023/02/27/translink-advised-cecop-group-on-the-acquisition-of-egs-optik-gmbh/,,
https://translinkcf.com/2023/03/17/translink-advised-airedale-group-on-the-acquisition-of-mccann-chemicals/,,
https://translinkcf.com/2023/03/28/when-a-win-win-deal-extends-across-the-world/,,
https://translinkcf.com/2023/03/28/translink-advised-spedimex-on-the-100-sale-to-id-logistics/,,
https://translinkcf.com/2023/03/29/translink-acted-as-the-exclusive-advisor-to-ra-gruppen-on-the-sale-to-assemblin/,,
https://translinkcf.com/2023/03/30/translink-corporate-finance-acted-as-the-advisor-to-cannon-wendt-electric-in-its-acquisition-of-gilbert-electric-co/,,
https://translinkcf.com/2023/03/31/when-pedrollo-group-met-superior-pump/,,
https://translinkcf.com/2023/04/03/impacts-of-climate-change-mitigation-technology-on-logistics-ma-of-the-future/,,
https://translinkcf.com/2023/04/05/translink-corporate-finance-celebrated-another-successful-year-in-2022/,,
https://translinkcf.com/2023/04/07/is-ai-the-key-to-adequate-healthcareforall/,,
https://translinkcf.com/2023/04/21/translink-acted-as-the-exclusive-advisor-to-the-shareholders-of-hyrpoolen-on-the-sale-to-renta/,,
https://translinkcf.com/2023/04/24/translink-advised-buhlmann-group-on-the-acquisition-of-lockwood-partners/,,
https://translinkcf.com/2023/04/24/how-esg-and-climate-trends-are-impacting-the-ma-landscape/,,
https://translinkcf.com/2023/05/15/translink-advised-the-shareholders-of-pohjanvare-yhtiot-on-the-sale-to-renta-group-a-portfolio-company-of-ik-partners/,,
https://translinkcf.com/2023/05/16/succession-in-the-german-mittelstand/,,
https://translinkcf.com/2023/05/26/miami-hosts-translinks-global-ma-conference/,,
https://translinkcf.com/2023/05/30/translink-corporate-finance-acted-as-the-exclusive-financial-advisor-to-indoff-inc-in-its-sale-to-global-industrial/,,
https://translinkcf.com/2023/06/02/translink-successful-completion-of-id-logistics-acquisition-of-spedimex/,,
https://translinkcf.com/2023/06/12/balancing-bloodlines-exploring-family-succession-in-ma/,,
https://translinkcf.com/2023/06/14/translink-corporate-finance-advised-education-partners-gmbh-a-portfolio-company-of-odewald-kmu-on-the-acquisition-of-fernakademie-touristik/,,
https://translinkcf.com/2023/06/23/translink-corporate-finance-acted-as-the-advisor-to-u-s-legal-support-inc-in-its-acquisition-of-summit-court-reporting-inc/,,
https://translinkcf.com/2023/06/23/how-the-future-of-mobility-is-steering-automotive-ma-strategies/,,
https://translinkcf.com/2023/06/28/translink-corporate-finance-advised-the-owners-of-addsearch-oy-on-the-acquisition-by-saas-group/,,
https://translinkcf.com/2023/06/30/translink-corporate-finance-acted-as-the-advisor-to-groupe-valmen-on-the-acquisition-of-vivei/,,
https://translinkcf.com/2023/06/30/translink-corporate-finance-acted-as-the-advisor-to-integrated-power-services-in-its-acquisition-of-surplec/,,
https://translinkcf.com/2023/06/30/translink-corporate-finance-acted-as-the-advisor-to-ecit-on-the-acquisition-of-itsjefen-as/,,
https://translinkcf.com/2023/07/01/translink-corporate-finance-acted-as-the-exclusive-advisor-to-hs-manufacturing-in-its-sale-to-oxbo/,,
https://translinkcf.com/2023/07/02/translink-corporate-finance-acted-as-the-exclusive-advisor-to-the-shareholders-of-novachem-on-the-sale-to-evonik-industries/,,
https://translinkcf.com/2023/07/03/translink-corporate-finance-acted-as-the-advisor-to-pelican-energy-partners-in-its-partnership-with-blue-wave-ai-labs/,,
https://translinkcf.com/2023/07/17/translink-corporate-finance-acted-as-the-exclusive-financial-advisor-to-gm-medical-in-its-sale-to-simonsen-weel-a-diploma-plc-company/,,
https://translinkcf.com/2023/07/20/translink-corporate-finance-acted-as-the-advisor-to-bluethread-services-a-portfolio-company-of-seaside-equity-partners-in-its-partnership-with-turner-roofing/,,
https://translinkcf.com/2023/07/25/extended-earnouts-and-creative-strategies-in-buyers-market/,,
https://translinkcf.com/2023/08/11/translink-corporate-finance-acted-as-the-exclusive-advisor-to-master-english-on-the-sale-of-worddive-in-a-joint-venture-with-otavamedia/,,
https://translinkcf.com/2023/08/17/translink-corporate-finance-further-expands-global-reach-into-india-through-smc-capitals-partnership/,,
https://translinkcf.com/2023/08/21/translink-corporate-finance-acted-as-the-advisor-to-cecop-on-the-acquisition-of-national-eyecare-group-and-its-subsidiary-optinet/,,
https://translinkcf.com/2023/08/22/poland-poised-to-continue-its-explosive-growth/,,
https://translinkcf.com/2023/08/28/translink-corporate-finance-acted-as-the-advisor-to-rqm-a-portfolio-company-of-linden-capital-partners-on-the-acquisition-of-cro-dr-med-kottmann-gmbh-co/,,
https://translinkcf.com/2023/08/31/translink-corporate-finance-exclusively-advised-langia-it-solutions-on-the-majority-stake-sale-to-sareq/,,
https://translinkcf.com/2023/09/01/now-in-four-leading-cities-translink-germany-expands-with-berlin-office/,,
https://translinkcf.com/2023/09/05/five-industries-driving-ma-in-indias-thriving-market/,,
https://translinkcf.com/2023/09/18/translink-corporate-finance-acted-as-the-advisor-to-telaris-as-in-its-private-placement-and-minority-stake-sale-to-nl-invest/,,
https://translinkcf.com/2023/09/27/translink-corporate-finance-acted-as-the-financial-and-strategic-advisor-to-playipp-on-its-sale-to-monterro/,,
